Gene,logFC,NegativeLogPValue
Vash1,0.43960977,0.0022343204
Dnpep,0.42017692,0.0022551322
Myzap,-0.7713901,0.0022797678
Lrrc4,0.5550036,0.0022835708
Serpina3n,-0.64588165,0.0022932375
Ppp1r1c,-1.5947773,0.002307083
Car10,1.1017369,0.002325644
Phldb2,0.47316316,0.0023321002
Slc13a5,-1.1799849,0.0023454637
Bcat1,0.9900507,0.0023601342
Cxcl1,-1.7756562,0.0023627293
Rer1,0.4411964,0.0023766465
Amigo2,0.8430236,0.0023789
4930562C15Rik,-0.8556546,0.0023795827
Gm10855,-0.4589281,0.002386539
Cyb5d2,0.44343913,0.0024069836
Myt1l,-1.1684563,0.0024165534
Errfi1,-0.8194101,0.0024226385
Des,1.7647455,0.0024306134
Tub,1.0061414,0.0024336982
Fam129b,-0.50492096,0.002438515
Sinhcaf,-1.0886854,0.0024414468
Rasl12,0.59256774,0.0024501684
Aldh5a1,-0.52028096,0.0024582841
Rusc2,-0.53511506,0.0024594194
Tll1,0.4192699,0.0024598895
Ctla2b,-1.2249494,0.0024619035
Castor2,-0.5932475,0.0024742985
Gm15570,1.117965,0.0025223666
Scd3,0.43329048,0.002533626
Gm12430,-0.99988633,0.0025383288
Csrnp3,-0.44668096,0.0025466275
Cnga2,-0.94884056,0.0025915487
Clec3b,0.7898105,0.0026576116
Htra3,-0.53201,0.0026780681
Klf11,-0.6183627,0.0027004238
Krt19,0.70293623,0.0027345498
Prkar2b,-0.4736532,0.0027498747
Sparc,0.5010996,0.0027719135
Impact,-0.40176857,0.0027734078
Tgfbi,0.53813666,0.002778916
Tmem56,0.41067266,0.002847903
Emp2,0.47355828,0.0028532492
H60b,1.0711316,0.0028642656
Slc9a9,-0.45291132,0.0028802522
Syt1,-1.3651469,0.0028835153
Dynll1,0.5019365,0.0029138892
P3h1,0.4508684,0.0029453516
Tmem91,-0.835541,0.0029767167
Dusp26,-0.44609448,0.0030292266
Ldb2,0.56917995,0.0030337058
Foxo3,-0.62279254,0.003057257
Dtna,-0.46152532,0.0030848437
Rtn4r,-0.45813826,0.0030916475
Armh1,0.7322884,0.0030965076
Agap2,-0.7328033,0.0030994609
Faah,0.40845892,0.0031111767
Hgfac,-1.0362661,0.003121852
Pld5,-1.2697041,0.0031485886
Cd9,0.4822071,0.0031550457
Cdc42bpg,-0.43632254,0.003155997
Syt12,1.1549253,0.003163902
Scara3,0.49148878,0.003176999
Lacc1,0.48249063,0.0031798834
Lcn2,-1.0933555,0.0032421702
Phf11c,-1.0305556,0.003254357
Cytip,-1.3475463,0.003267668
Zfp185,-0.5070046,0.0032769728
Otud1,-0.45174614,0.00328956
Usp36,-0.43869206,0.0033015958
Khnyn,-0.4012575,0.003307842
Asph,-0.46315855,0.0033326834
Gm15013,1.0810809,0.0033415623
Angptl1,0.7676016,0.0033862502
Nid1,0.59073246,0.0033978405
Slc29a2,-0.7754852,0.003405962
Spcs1,0.4609846,0.0034415035
Pycr1,0.7625261,0.0034553763
Gabrr2,-0.9415295,0.0034664741
Slc9b2,-1.166444,0.0034929689
Rap1gap2,-0.6632404,0.0034944757
Fam20c,0.41691804,0.003494671
Nudt13,-0.49458215,0.0035035298
Fam206a,0.46042916,0.003513843
5430427O19Rik,-1.0109793,0.0035148466
Prodh,-0.75368863,0.0035159036
Nacad,-0.49867862,0.0035376325
1700028N14Rik,-1.2627312,0.0035642956
Ppib,0.4820322,0.0035647145
Gm15536,-1.0102152,0.003582339
Pfkfb3,-0.518442,0.0036056086
Hsd11b2,-0.8512427,0.0036132745
Lims2,-0.48699403,0.0036203205
Elavl2,-0.86521786,0.0036484273
Cd9-ps,0.79345375,0.0036488983
Myo1h,-0.825142,0.003672662
H2-DMa,0.42740902,0.0036777484
Ldha,0.59369516,0.0036980198
Bmp6,-0.4582022,0.0037109072
Ell,-0.4873148,0.0037397135
Hspa1a,-0.5818458,0.0037699556
Flrt2,0.5377374,0.003771767
Eda,0.49973994,0.0037756106
Snai2,1.0209631,0.0037859373
Midn,-0.54804236,0.003788824
Dusp14,0.7371661,0.0037929781
Sar1a,0.47298992,0.0038004857
Hsdl2,-0.4361542,0.0038099515
Chp2,0.49750602,0.0038200337
Spint2,-0.79239905,0.0038474007
Proser2,-0.6561349,0.0038611353
Igf2bp2,0.42501438,0.0038835248
Gas1,0.64134336,0.0038836075
Purb,0.44951242,0.0038988807
Rin3,-0.5988148,0.0038996618
Syn2,-0.9979766,0.003909392
Mctp2,-0.9718389,0.003910593
Grasp,-0.522624,0.003914157
Cdk6,0.48798692,0.0039192154
Dbnl,0.4148724,0.0039305487
Rnf113a2,-0.47831044,0.003931445
Slc25a42,-0.5260406,0.003942529
Sv2b,-1.126733,0.0039527686
Clic5,-0.56590986,0.00396048
Rassf4,-0.8157868,0.0039639785
Cmah,0.7719917,0.0039854967
Tsc1,-0.47204354,0.003989223
Pabpc4,0.48578203,0.004013816
Tead2,0.52737683,0.0040205168
Jpt2,0.49026334,0.004047852
Slc37a4,0.532376,0.0040646805
Cys1,-0.70126516,0.0041266507
Scrt1,-0.886067,0.0041461103
Degs1,0.4371767,0.0041953227
Ptpn3,-0.39913827,0.0042072977
Clmp,0.6222774,0.004233502
Wdr54,-0.4996482,0.00423566
Kctd11,0.4195347,0.0042459
Dhtkd1,-0.5855095,0.004274302
Gas2l3,0.49083883,0.0043554823
Fa2h,0.506607,0.0043656197
Plvap,0.97206676,0.004366572
Dynlt1-ps1,1.0846425,0.00436974
Bnc2,0.5219847,0.004371282
Spire1,-0.68131846,0.004373872
Tcea3,0.930821,0.0043827253
Pcnx2,-1.0811884,0.004402036
1810058I24Rik,0.3960615,0.004417279
Ndfip2,0.44745067,0.004422856
Camk2a,2.0695257,0.0044674575
Tns1,-0.5995578,0.0044885357
Gli2,-0.9460802,0.004490906
Bcar3,0.52373135,0.004511779
Panct2,0.904833,0.0045200284
Opn3,0.4797365,0.0045323414
Ankrd63,-1.1959891,0.0045367
Kctd10,-0.4717929,0.0045453706
Gabre,-0.6318351,0.0045458893
Gpihbp1,-1.0571959,0.004556337
Eva1b,0.4412308,0.004566502
Kdelr2,0.42750895,0.004600887
Cbx2,-0.6465952,0.004614263
D930015M05Rik,-0.8113938,0.004638686
4933406C10Rik,-0.9735895,0.0046500545
Arxes2,0.73999304,0.0046640597
9530068E07Rik,0.4483638,0.004676377
Ccdc74a,0.42300504,0.0046778116
Vat1l,0.45901328,0.004696835
Micall2,0.4933472,0.0047169984
Gm13012,-0.8688912,0.004724184
Pgm2l1,-0.41141623,0.0047341217
Strip2,-1.4606812,0.0047351965
Dcakd,0.4340034,0.0047420547
Itga4,0.4798391,0.004748339
Cyp2j6,0.4210199,0.004760426
Slco2a1,0.62705505,0.004777105
Iqgap2,-0.78101736,0.0048010326
Secisbp2l,0.4914151,0.0048017083
Ahcy,0.42474288,0.0048085204
Ppp1r14c,0.71776927,0.004819674
Ovgp1,-0.6482491,0.004867155
Plxna4,0.7109491,0.004897324
Slc25a44,-0.43904787,0.004924558
Papss2,0.47450364,0.004954821
Cap2,1.2977794,0.0049660956
Gm26744,-1.0312804,0.0049750553
Paqr5,-0.6031966,0.004981913
Gm10039,1.1035082,0.004988106
Pfkm,0.74053407,0.005001196
Grtp1,-0.79467726,0.005016765
Gm27217,0.989546,0.0050436123
Qpct,0.7752088,0.0050447946
Galnt18,0.620458,0.005052146
Gramd1a,-0.7831885,0.005058493
Gja5,1.2265247,0.005095562
Otulinl,-1.452002,0.005096861
Spag1,-0.5919579,0.005099581
Dusp6,-0.52434134,0.0051169703
Tmem132d,-0.86028296,0.0051258104
Pex16,-0.42591482,0.0051323017
Tmem256,0.4694563,0.005135052
Tfrc,0.41575557,0.00513962
Spats2l,0.5412332,0.0051542073
Tmem8,-0.5481379,0.0051899417
Rcc1l,-0.4461646,0.005191771
Polr3gl,-0.54078853,0.0051996456
Klhl23,0.48462898,0.0052175694
Gm15763,-1.4029267,0.0052425056
Rab34,0.4194396,0.005274474
Gm15921,-0.9694636,0.0052835643
P2rx6,-0.9852018,0.0053186617
Bahcc1,-0.49842227,0.0053356
Kdm6a,-0.50931627,0.0053571532
Phyhd1,-1.2605664,0.0053949193
Armc2,-0.5432251,0.0053955265
Nrg1,-0.896963,0.0054141656
Sigmar1,0.40497965,0.005492737
Pex2,0.4188346,0.0055092773
Map3k8,-0.66193247,0.005571077
Il11,-1.0011753,0.005619669
Phkg1,2.0441368,0.005630101
Cd300lf,-1.4917344,0.005644396
Neurl1a,0.72998905,0.005648167
Tacc1,-0.5274987,0.00566962
Ube2ql1,-0.8674462,0.00572039
Prrx1,0.507005,0.0057318094
Mfap2,0.6650035,0.0057444726
2410022M11Rik,0.64062834,0.005747146
Ccdc158,-0.8608835,0.005756387
Fn3k,-0.61639947,0.005757687
Slit1,-0.858272,0.0057689203
mt-Tp,-0.93124497,0.0057710484
Lxn,0.5037816,0.005794568
Tifab,0.80421436,0.005795677
Gjc3,0.50096345,0.0058039143
Tut1,-0.58822924,0.005810456
Akap7,-0.4138602,0.0058104815
Pmvk,0.42078435,0.0058217887
Cldn19,0.44961774,0.0058276854
Capn6,0.56669813,0.0058327676
Ccnd2,0.41342437,0.0058356985
Mast3,-0.70128155,0.0058426964
Col6a3,0.5202743,0.0058629657
Gm15996,-0.8483604,0.0058700885
Ttc7,-0.42950508,0.0058809835
H2-DMb1,0.40756822,0.0058872825
Kcnc3,0.6036881,0.0058958284
Gm11295,1.0490472,0.0059066648
Stxbp2,0.4407674,0.005921132
Plpp7,0.6936676,0.0059497934
Cd300a,-0.8987148,0.005953999
Cntn1,0.4731562,0.005979074
Sh2d4b,-0.8954726,0.0059919856
Mrgpre,0.5768447,0.0059930016
B4galt5,0.42599517,0.006007269
Zfp469,-0.8297543,0.0060074795
Myo7b,-0.57794523,0.0060304934
Trafd1,-0.44435972,0.0060336096
Ttll6,0.7445018,0.0060343854
Tnfrsf22,0.5876149,0.006055704
Gm12530,0.8683452,0.006087467
2810001G20Rik,0.7682622,0.0061034765
Lgi2,1.0980216,0.0061048255
Med13l,-0.51924336,0.006168743
Ppp1r2,-0.48494992,0.0061723837
3222401L13Rik,-0.6066385,0.0062682615
Coq8a,-0.4473191,0.006269775
Mettl7b,0.8096617,0.0062761744
Sh3bgr,1.7690052,0.006408965
St6galnac5,-0.6942425,0.0064206403
Trim62,0.6001879,0.006431476
Omd,0.65895206,0.006437672
Lypd2,0.7316479,0.006474237
Fam129c,-0.7682449,0.0064864266
Atp5e,0.43696514,0.0065100566
Pxdn,0.47954696,0.006510565
Gm15844,-1.3437266,0.006511358
Gfpt2,-0.5745373,0.0065352134
Cdr1,-0.47590336,0.0065443134
Sesn1,-0.57745105,0.0066219703
Trabd2b,0.63780206,0.0066626333
Nfkbia,-0.7368213,0.0066922917
Slx1b,-0.48781648,0.006749506
Mamdc2,0.53703755,0.0067526638
Bace2,0.4254383,0.006767666
Gstm1,-0.43120098,0.006795751
Spryd3,-0.37838694,0.0068044686
Erf,-0.5287544,0.0068205306
Nyap1,-0.5752975,0.006822731
Selenoi,0.4250067,0.0068447064
Lancl2,0.47052282,0.0069106612
Ankrd34b,-1.1844302,0.0069114403
Slc12a7,-0.6992971,0.006917301
Zfp334,-0.4031152,0.006947437
Il21r,0.8556489,0.0069499486
Nek11,0.8191735,0.006956492
Nxpe3,-0.6039997,0.006968818
Mast1,-0.85458493,0.007010091
Hif1a,0.39094135,0.007032644
Pde5a,0.4575009,0.0070547834
Smtnl2,0.82271904,0.0070640547
Asrgl1,0.45226994,0.007066736
Dusp4,0.52224195,0.0070715277
Pi16,0.9160572,0.0070717647
Arhgap33,0.45067453,0.007079319
Gsc2,-1.2378825,0.007086674
Smim27,0.9656774,0.007129115
Speg,1.108074,0.00713133
Gm24146,-0.4527302,0.0071977894
Dixdc1,-0.43474746,0.007203748
Rpl23a,-0.5100724,0.0072472426
Ddit4,-1.1655213,0.0072481376
Klhl31,1.797728,0.007254725
Suco,0.434585,0.007259918
Pllp,0.45459983,0.007261438
Klhl21,-0.47197008,0.0072677755
Calu,0.43837133,0.007297977
Grin2d,0.4921483,0.0073163393
3000002C10Rik,1.0622957,0.0073212446
Mt1,-1.7446756,0.00734839
Lrrc8b,0.4139467,0.0073651625
Cd24a,0.4242249,0.0073786722
Chmp2b,0.38560593,0.007397665
Gas7,0.57675856,0.007414597
Gm11675,-0.7888508,0.007462528
Bin1,0.4151349,0.0074832463
Gbp11,-1.0040148,0.0074834595
Jph2,1.2296177,0.007490046
Wscd2,-0.6403779,0.0075190994
Tmem41b,0.42793345,0.00752233
Ppp2r2c,-0.80733585,0.007571882
Dnah7b,0.41203544,0.0075831455
Gm27019,-0.86367226,0.0076524424
Clic3,-0.622174,0.0077116997
Hes1,-0.67631423,0.007764847
9330161L09Rik,-0.7912902,0.007801139
Inafm1,-0.4067409,0.007804949
Epb41l4b,-0.46317562,0.007819376
Nrp1,0.45167556,0.007829544
Ifit2,-0.35629693,0.007852528
Gm22058,-0.48754022,0.007869512
Synm,-0.6457402,0.007875419
Cdh19,-0.41431883,0.007878535
Setd1b,-0.46008357,0.007901438
Mageh1,0.57707196,0.007911768
Cbx7,-0.4585441,0.007938324
Hspa1b,-0.46025214,0.007979437
Col9a2,0.3977876,0.008001408
Cry1,-0.6572816,0.008021393
Shb,-0.47433102,0.008024463
Ehd3,-0.5738564,0.008025881
Rims2,-0.57915246,0.008029691
Ccdc117,-0.38557836,0.008036788
Cfh,0.5124668,0.008061431
Mef2c,0.46622595,0.008064184
Hnrnph3,-0.37755385,0.008085289
Arl4d,-0.9603136,0.008090789
Lrrc7,0.6291679,0.008112583
Rere,-0.42416307,0.008145418
Dbi,0.42424488,0.008176923
Ddx23,-0.43757397,0.008243129
Vwa5b2,-0.6318252,0.008262908
Erp44,0.39288148,0.008294422
Clcn2,-0.518498,0.008298512
Unc80,-0.9559847,0.008303473
Gm12473,-0.41189224,0.008319274
Muc2,1.8237828,0.0083353985
Tpm1,0.9171191,0.008358834
Fam114a1,0.367119,0.008429815
Hivep3,-0.37429157,0.008433029
Rnf165,0.79191244,0.00846889
Mrgprf,0.4372594,0.008482119
Tmed3,0.3912545,0.008531794
St8sia6,-0.67575556,0.008534529
Mybl1,-0.6658022,0.008534729
Lamb1,0.44601902,0.008578823
Gm12987,0.9263537,0.008589263
Gxylt1,-0.36309132,0.0085968515
Notch4,-0.3970198,0.008632018
Klhl13,0.57111067,0.00865122
Gm4468,-0.9555708,0.00865432
Tmem100,0.7525111,0.008663416
Ccdc141,-0.55953115,0.008705392
Cers1,-0.6483879,0.0087191835
Cers1,-0.6483879,0.008720931
Chrdl1,-0.4168513,0.008783965
Serf1,0.7508216,0.008785803
Mex3b,0.5165037,0.0087891435
Hip1r,-0.42695826,0.008791092
Hist1h1d,0.66596365,0.008794198
Vdac2,0.41548818,0.008811617
Stk32a,-0.89057213,0.008827718
Zswim5,0.48089227,0.008858447
Prkcz,-0.5627371,0.008904221
Gm6878,0.51137275,0.008908205
Esrra,-0.76277065,0.008939229
Ano10,0.38101938,0.008946303
Usp50,-0.7578883,0.00895823
Mfsd6,-0.36968586,0.008966393
Tkt,0.44232258,0.008993606
Zfp654,-0.4062221,0.009004371
Bdkrb2,-0.9577611,0.009005496
Gm4735,0.6774061,0.009006414
Tspan6,0.70555204,0.009008339
Specc1,0.41606843,0.009012817
Cuta,0.37818953,0.009018535
Idh1,0.37198108,0.009030535
Rapgef3os2,-0.7082418,0.00903929
Herc6,-0.46334398,0.00905758
Pcsk9,0.6936159,0.009065899
Cpne9,-0.79491496,0.009068345
Cplx2,0.720284,0.009071751
Gm128,-0.9784096,0.00907678
Dqx1,-0.53763425,0.00908857
Adamts1,-0.7792357,0.009092969
6430562O15Rik,-0.7271437,0.00910476
Platr6,-0.95452994,0.009143476
Endod1,-0.6674622,0.009180033
Chrm1,0.87558943,0.009248262
Cadps,-0.9395582,0.00926914
Palm2,-0.8594874,0.009282148
Kit,-1.1659853,0.009321487
Zfp189,-0.6144705,0.009343837
Cavin3,0.43417418,0.00935779
Rbm20,0.8757477,0.009425234
Akap13,-0.53641486,0.009429092
Cpxm2,-0.37940392,0.009440541
Gm11730,-1.1280558,0.009497667
Cbarp,-0.49129322,0.009515392
Lmcd1,-0.6798021,0.009533136
Upp2,-0.54684204,0.009541818
Nit2,0.52433276,0.009557468
Zfp57,0.526487,0.009569566
Pcyt1b,0.43225268,0.009599496
Dnajc6,0.86448056,0.009623373
Egflam,0.4167676,0.009636729
Grap,-0.54795694,0.009650455
Arr3,-1.1103998,0.0096649565
Cela1,0.8343409,0.0096861925
Gm3513,-0.903975,0.009709813
Galnt16,-0.49679846,0.009764962
Hist1h3b,1.3361341,0.0097756
Sdc3,-0.46588612,0.00987619
Dnajb11,0.4184065,0.009892013
Elf2,-0.37269107,0.009936831
Atp5o,0.38965142,0.009964796
Col4a3,0.50750923,0.009977191
Ect2,0.8547829,0.0099817
Prep,0.3848795,0.009992052
Rbp4,-0.7204193,0.0100196
Rps29,-0.40544888,0.010025983
H2-K2,-0.4525494,0.010085253
Shcbp1l,-1.2450899,0.010097243
Ndufa4,0.40237138,0.010124583
Myo15b,-1.0020286,0.010193339
Frem1,0.3763897,0.010203759
Slc22a23,0.4950694,0.010272609
Frmd4a,-0.4323043,0.010285573
Tceal8,0.4297077,0.0102868825
Ccn1,-0.55605334,0.01028718
Mn1,0.49001244,0.010301557
Rap1gapos,-0.9727271,0.010318845
Mme,0.40661895,0.010336877
Slco3a1,0.40042886,0.010362701
Map2,-0.42931482,0.010370917
Slc9a3,-1.0381233,0.010373791
Hunk,0.7023949,0.010384149
Tsc22d3,-1.2445973,0.010391164
Adcy7,0.45621702,0.01044206
Gm17018,-0.57628113,0.010464681
1810010H24Rik,-0.6326287,0.010470852
Rnf125,-0.52636546,0.010538649
Jmy,-0.40504476,0.010552994
Gm6788,0.8896277,0.010573599
Sema3c,0.38960123,0.010576571
Sema6d,0.5119988,0.0105959205
B930095G15Rik,0.7872679,0.010605978
Sbno2,-0.40593532,0.01062614
Msantd1,-0.68559384,0.010626231
Fstl3,-1.1938238,0.010671894
Eya4,-0.48351884,0.010712493
Pfdn2,-0.3897464,0.0107237045
Sertad4,0.59275573,0.010801911
Ikbke,0.4474596,0.010850825
Tm4sf1,0.43422085,0.010927015
Ppfia3,-0.62292635,0.010953282
Cds1,0.6120716,0.010961228
Slc14a1,0.85355085,0.010982365
Gm11827,-1.2462755,0.011018691
9530026P05Rik,-0.41245374,0.011034597
9430038I01Rik,0.66700226,0.011050838
Dpysl3,0.4383077,0.01110129
A330040F15Rik,-0.41612598,0.011104363
Fkbp10,0.3828756,0.011158637
Dock2,0.452244,0.01115921
Rasl10b,-0.89486593,0.011163127
Rasl11b,-0.4553167,0.011221678
Wee1,-1.4249846,0.011228336
Syp,0.40952384,0.011230495
Whrn,-0.54290384,0.011250102
Dennd2c,0.6069606,0.01130387
Nme4,-0.9222768,0.011312894
Xylb,-0.61857474,0.011320139
Tmem64,0.3723633,0.0113240965
Mmd2,0.5282476,0.011333659
Mrps12,0.37726018,0.011341067
Phka1,0.7293185,0.011411575
Kcna1,-0.42816603,0.011417346
Gabrq,-0.69717056,0.011432656
Gm12002,1.1674024,0.0114400545
Cfap53,-0.92749023,0.011488911
Mocos,-0.5190895,0.011535037
Gm19426,0.72327083,0.011542641
Rab44,-1.2293819,0.011585463
Zfp758,-0.5686439,0.0115881115
Tet1,0.35597688,0.011615588
Elmod2,0.36161566,0.01163116
Marcks,0.4867214,0.01165768
Tm6sf2,-1.0952151,0.011692174
Hmgn3,0.42195025,0.011714351
Rims4,-0.9708533,0.011746716
Tspan13,0.3908648,0.011766148
Tecta,0.9602089,0.011797477
Fan1,-0.40284824,0.011849962
Slc25a29,-0.48584798,0.011967566
Nans,0.43599346,0.0119693745
Glb1,0.37771246,0.01196948
Naa38,0.5267062,0.011974619
Slc26a6,0.55294114,0.012065781
Gm26848,0.9409711,0.012075325
Cxcr5,-0.9181293,0.012080495
Col5a3,0.41157183,0.012105872
Gm26064,-1.1957154,0.0122002335
Syna,0.4008434,0.012251988
Grip1,-0.7302545,0.012258299
Far1,0.41029865,0.01226562
Mnt,-0.42942175,0.012270358
Foxi2,0.6633481,0.012281339
Nat8f1,0.87620324,0.012297898
Klrb1a,0.5436955,0.0123655535
Gatad2b,-0.3754564,0.012377187
Bhlhe22,0.57276195,0.012388334
Pthlh,0.79164207,0.012398885
Mocs1,-0.34510025,0.012432318
Gm14830,-0.98882866,0.012435303
Irf2bpl,-0.42035538,0.012440923
Gpld1,-0.41725245,0.012444381
Cdk15,0.7260779,0.012515589
Pqlc1,-0.47961444,0.012615174
Reep6,0.40174943,0.012664082
Tmem179,0.4891713,0.012668324
Gm13642,-1.017767,0.012671567
Lfng,0.39205846,0.012747896
Dpyd,-0.40870035,0.012762394
Vmn2r-ps20,1.265848,0.012788642
Gm17971,-0.9354537,0.012808212
Acbd4,-0.38393793,0.012839105
Hif3a,-1.1743695,0.012853475
Rbm24,1.7243711,0.012880397
Rorc,-0.57238984,0.012912568
Slc4a4,0.3946364,0.012934374
Fam241b,-0.63015103,0.012945958
Ppef2,-0.958839,0.012948347
Tmem37,-1.1125901,0.013019995
Snhg11,-0.49421105,0.013024108
Lurap1l,0.82150435,0.013042637
D930030I03Rik,0.9595394,0.013047917
Npl,0.613212,0.013078021
Rps28,-0.33647108,0.013087797
Lrrtm4,0.7164987,0.013098819
Zfp125,0.84923995,0.013104152
Trp53inp1,-0.43053722,0.013151033
Abcb9,0.4376945,0.013181571
Ctnna2,-0.55527306,0.013196742
Arf5,0.35661134,0.013199189
Calhm5,0.41463724,0.01320397
Amigo1,-0.37529084,0.013225101
Mpeg1,-0.6898223,0.013303619
Etv1,-0.37966862,0.0133447535
Mxd1,-0.40824878,0.013357221
Cdipt,0.34147045,0.013361143
Ostf1,0.36832753,0.013361532
Dok7,-0.55655277,0.01340397
Fgf16,1.7497933,0.013443562
Srcin1,0.62793285,0.0134589365
Adgrl4,-0.61533046,0.013459756
Hic1,0.48129278,0.0134761315
Dedd,-0.58464056,0.013480435
4930523C07Rik,-0.40126288,0.013495501
Stk32c,-0.99887764,0.013517907
Sorl1,-0.46266356,0.013555799
Tmem63b,0.38600355,0.01358165
Sart3,-0.35896945,0.01370487
Zfp526,-0.37468803,0.013720456
Cldn11,-0.64754885,0.013753036
Slc2a4rg-ps,-0.455935,0.013814421
Pkp4,-0.3726953,0.013821123
Zfp874a,-0.42329457,0.013825919
Rcn1,0.39448714,0.0138552515
Gm26546,-0.47349912,0.013921086
Gm20636,-0.9732734,0.0139384745
Epb41l2,0.39231655,0.01394191
Acot7,-0.4077145,0.013962201
Slc46a1,0.5801737,0.0139841335
Nrarp,-0.6538491,0.013999547
Gldn,0.39079988,0.014044594
Tcp10b,-1.1548519,0.014048566
Gm14057,1.0226458,0.014053956
Oxsr1,-0.380768,0.014076649
Dpf1,-0.5596426,0.014083127
Srgn,0.38377056,0.014167531
Gm6498,-0.34672207,0.014170201
Ak1,0.8865345,0.0141880065
Cotl1,0.33678275,0.014197631
Vwc2,-0.6966883,0.014226285
Olfr920,-0.9421906,0.014246149
Dnmt3a,0.3823366,0.014294296
Htr2a,-0.8392635,0.01431402
Ikzf1,0.614822,0.014352006
Scube1,-0.4034176,0.014358744
Ndst3,-0.61154264,0.014369796
Gm15344,-0.8903126,0.01437672
Leprot,0.37061465,0.014380734
Per2,-1.2937237,0.014396703
Mt2,-1.8359033,0.014423565
Sar1b,0.46779576,0.014440099
Ephb2,0.5699894,0.014444733
Tbx6,-0.65175384,0.014467265
Pou3f2,-0.45739186,0.014468439
Egfl8,0.3731383,0.014513011
Sema4b,-0.41971692,0.014520833
Snx4,0.34246534,0.014522165
Acsm3,-0.88987255,0.014544576
Ppm1l,0.40797174,0.014563125
Twsg1,0.34140697,0.014573546
Hipk1,-0.44785962,0.014590059
Gm26615,-0.6919794,0.014674002
Rraga,0.35901272,0.014706348
Gabarapl1,-0.41409072,0.01474851
Abhd5,0.3425021,0.014781555
Mapk1ip1,-0.43603882,0.014825016
Plekhh3,-0.37678456,0.014886386
Rpl31-ps11,-0.7190952,0.014894906
Slc6a6,0.41287887,0.01491959
Mbnl1,-0.4510547,0.014967841
Cyyr1,-0.39079702,0.014985375
Svep1,0.53222466,0.01502802
Itgbl1,0.36980456,0.015064003
Pde4dip,0.6018015,0.015064951
2810433D01Rik,0.7786061,0.015077841
Lpcat2,0.4790976,0.01507967
As3mt,0.41116264,0.015138377
Gm16503,0.9025741,0.015161502
Foxo6,-0.55191505,0.0151835345
Mylk,0.3667678,0.015209112
Fxr2,-0.38906685,0.015275509
Hist1h1a,1.3066632,0.015294166
Ppcs,0.57489735,0.015312204
Sptbn2,-0.47252333,0.015327654
Mid2,-0.3510601,0.015344212
Tle3,-0.3876134,0.015356597
Tead3,-0.5296555,0.015421548
Mir1942,-0.9963603,0.015446654
Fam53b,-0.44145623,0.015450035
Nlk,0.33735728,0.015501269
Gm13807,-0.48254967,0.015526385
Wdr6,0.42896166,0.015541173
44445,0.44853303,0.0156192705
Nadk,0.3738193,0.015634071
Med29,-0.5906679,0.015659284
Ubash3b,0.5456054,0.015661968
Plxna2,-0.42883426,0.015668869
Ncam2,0.45654652,0.015671836
Nek9,-0.37083736,0.015693642
Adamts17,-0.65139645,0.0157066
6230400D17Rik,-0.5823679,0.015737874
Ano1,0.4491622,0.01574446
Exosc8,-0.44443148,0.015808923
Ube2a,0.417059,0.015881842
Lbp,0.4296692,0.015894264
Tbx15,0.42063603,0.01594462
Islr,0.4138799,0.015962493
Gss,0.35557318,0.015982488
Gcat,0.38062721,0.016018735
Aanat,-0.63896394,0.016044788
Arhgap39,-0.42235297,0.01607921
Spata2l,-0.46768388,0.01609171
Adora2b,-0.9268487,0.016119007
Sirt1,-0.36791462,0.016150799
Trpm6,0.53580195,0.016156176
Pdlim3,1.8355837,0.016167164
Pdia4,0.3419854,0.016172444
Mir874,-0.99491566,0.016192093
Dpy19l1,0.3465617,0.0161988
Neo1,0.35554996,0.016208831
Col9a3,0.44578093,0.01624741
Inpp5j,-0.6360877,0.016247878
Tfcp2l1,-0.7113606,0.016254336
C2cd4d,0.38411772,0.016291423
Vipr1,0.9171869,0.016298123
Fsd2,1.4044827,0.016303478
Rasgef1a,-0.35991332,0.01640674
Map3k14,-0.42317456,0.0164074
Slc39a6,0.3709469,0.01641663
Rxra,-0.40052137,0.016423231
Cdc42,0.37543845,0.01643614
Slc35f5,0.39835823,0.016453095
Arhgef19,0.37301666,0.016473945
Acss3,-0.65771776,0.016480085
Myoc,-0.4986122,0.016489552
Manba,0.41772404,0.016489845
Banp,-0.3544891,0.016490648
Gfra2,0.46815988,0.01650184
Slc7a2,-0.72367483,0.016537936
Nlrp1c-ps,0.7583146,0.016595744
Xrra1,-0.71985364,0.016616449
Itfg2,-0.3445088,0.016643763
Plxdc1,0.42277965,0.016643886
Peli1,-0.46831465,0.016655343
Basp1,0.80004364,0.016667636
Bsg,0.36948553,0.016669841
Slc26a2,0.34352612,0.016680133
1700020L24Rik,-0.47623003,0.016777147
Trpv3,-0.41279432,0.016777365
3110001I22Rik,-0.69137114,0.016811175
Arntl2,0.5348847,0.01682909
Nek3,0.65735,0.016836606
Prkar1b,-0.52008057,0.016907165
Ephb3,0.47071108,0.0169088
Tmpo,-0.42169058,0.016928058
Crym,1.0185349,0.01695367
Smap1,0.3360446,0.016979352
Npb,-0.79433376,0.016991947
Chst10,0.93402094,0.017017026
Zfpl1,0.4161192,0.017049057
Gstt1,-0.43950894,0.017056514
Ezr,0.33536875,0.01706147
Ckmt1,-0.59691256,0.017138256
Ttyh2,0.4116166,0.017215667
Armcx4,0.46825647,0.017218696
